1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,x,y,z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8385,3.63437,-0.238047
0.256819,0,0,0,0,37.7169,0,0,0,0,62.0263,0,0,0.0143881,0.16014,12.4457,62.4785,12.5371,12.3643,0,0,0,0,0,0,0,0,100,0,0,0,0,0,-15.5869,4.1275,-0.30274
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,53.7267,7.46737,-0.247568
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0553,7.90248,-0.226458
0,0,0,11.379,50.6314,37.9896,0,0,0,0,0,12.5461,0.403637,0,0,9.35216,17.9876,9.35216,0,0,0,50.3583,0,0,0.648834,10.001,0,26.9362,38.2159,2.94869,10.2741,10.9753,0,14.202,8.67718,-0.347857
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,17.6866,20.2829,-0.214143
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1.84336,98.1566,0,0,0,0,0,0,0,0,0,0.829864,97.3268,1.84336,0,0,0,0,-5.22974,20.5428,-0.252238
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61.9874,21.0366,-0.353124
0,0,0,0,0,96.6993,3.30072,0,0,0,0,0,0,0,0,9.00514,70.3566,20.6383,0,0,0,0,0,0,3.50002,6.55214,49.3892,6.46608,17.5743,11.001,5.5172,0,0,16.264,22.9708,-0.309749
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0153,-3.88142,-0.0321821
0,0,0,0,0,74.7993,24.5385,0.662165,0,0,0,0,11.3577,11.713,1.0234,2.29338,12.1634,28.1591,0.662165,0,31.9657,0.662165,0,1.68557,12.4703,12.682,8.84065,20.5536,32.9347,9.86405,0.969052,0,0,-31.2243,-3.52865,-0.132402
0,0,0,0,0.150441,99.8496,0,0,0,0,0,0,0,0,0.150441,50.0752,49.7743,0,0,0,0,0,0,0,0,0,0,99.3982,0.601764,0,0,0,0,-16.8956,-3.42978,-0.153024
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,-42.1439,-2.66152,-0.189125
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,82.0792,0,0,0,0,17.9208,0,0,0,0,0,82.0792,17.9208,0,0,0,0,61.8108,3.48125,-0.166181
0,0,0,0,0.051097,91.193,8.74373,0.0121328,0,0,0,0,0,0.00552057,4.10784,25.5878,44.1138,13.2278,4.48733,8.12654,0.273553,0.0698063,0,0.0275721,12.1955,25.4118,35.7286,21.0452,0.695261,4.41431,0.476391,0.00542026,0,18.5307,3.70359,-0.0184579
0,0,0,0,0,66.6667,33.3333,0,0,0,0,0,0,0,0,33.3333,33.3333,0,0,33.3333,0,0,0,0,33.3333,33.3333,0,0,33.3333,0,0,0,0,50.7997,4.27639,-0.133558
0,0,0,0,0,60.2533,39.7467,0,0,0,0,0,0,0,5.01916,19.6583,45.4137,15.0633,5.01916,9.82625,0,0,0,4.80709,25.1075,20.0883,9.82625,35.1517,5.01916,0,0,0,0,24.5415,8.76272,-0.120107
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,-26.1107,10.7726,-0.134422
34.4684,0,0,0,0,40.5317,0,0,0,0,25,59.4684,0,0,0,0,40.5317,0,0,0,0,0,0,0,0,11.4895,34.4684,22.9789,29.0422,2.0211,0,0,0,27.1209,11.6896,-0.0845869
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46.1482,16.8182,-0.171825
0,0,0,0,0,33.3333,66.6667,0,0,0,0,0,0,0,33.3333,44.4444,22.2222,0,0,0,0,0,0,0,22.2222,55.5556,22.2222,0,0,0,0,0,0,-3.05289,19.0614,-0.00827134
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,2.25256,20.4766,-0.163569
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,17.1432,20.7471,-0.0653769
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,17.4762,21.231,-0.0391461
0,0,0,0,0,77.3693,22.6307,0,0,0,0,0,0,0,17.1849,22.0652,43.5649,17.1849,0,0,0,0,0,0,35.5009,52.1203,12.3788,0,0,0,0,0,0,17.3806,22.7153,-0.0154456
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,49.179,50.821,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,16.8852,23.6454,-0.0443952
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.2613,24.1896,-0.0790241
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,-18.8018,25.5634,-0.119083
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4425,-12.2193,0.0470651
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,24.635,75.365,0,0,0,0,19.0836,0,0,30.1864,13.0475,0,30.1864,7.49615,0,0,0,23.3962,-11.8804,0.148279
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2631,-8.73176,0.199156
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.54964,-6.33115,0.0325899
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.7138,-4.41654,0.0634352
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,89.5246,10.4754,0,0,0,0,0,0,0,0,10.1888,89.8112,0,0,0,0,0,5.16684,-4.07111,0.0895205
0,0,0,0,4.91591,95.0841,0,0,0,0,0,0,0,2.66167,0,5.01285,42.3255,12.186,15.8306,8.50395,13.4795,0,0,0,0,1.33084,58.6978,28.8057,4.91888,1.33084,4.91591,0,0,64.1928,0.318021,0.0530032
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0.75512,99.2449,0,0,0,0,0,0,0,0,0,8.00547,91.219,0.569795,0,0,0.205699,0,-5.51871,2.48487,0.105375
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,-1.89462,4.07208,0.0418641
3.51321,0,0,0,0,92.1545,0,0,0,0,4.33226,7.84547,0,0,46.8358,2.81841,35.339,7.16131,0,0,0,0,0,0,0,10.74,22.378,65.0747,1.80724,0,0,0,0,-3.6476,6.05304,0.0297618
0,0,0,0,0.0575223,99.9205,0.0219789,0,0,0,0,0,0,0,0.149993,6.86751,82.3457,0.0421552,10.4988,0.0957909,0,0,0,0,0.0132666,0.826608,5.31263,83.4388,9.22602,1.1586,0.0240647,0,0,-2.89572,6.07967,0.0980858
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,87.9135,12.0865,0,0,0,0,0,0,0,0,0.691223,99.3088,0,0,0,0,0,-0.843906,7.51652,0.0469108
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,46.8547,4.19375,0,0,48.9516,0,0,0,0,0,2.09687,93.7094,2.09687,2.09687,0,0,0,32.704,11.8146,0.151257
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,-30.4079,12.2439,0.199314
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.8252,13.6752,0.0843236
0,0,0,0,0,100,0,0,0,0,0,0,0,0,33.3333,0,33.3333,0,33.3333,0,0,0,0,0,0,19.1156,38.2313,28.4354,0,14.2177,0,0,0,-28.0778,14.287,0.0614792
0,0,0,0,3.19414,83.7541,13.0517,0,0,0,0,0,1.35741,1.35741,12.9165,7.85476,34.2517,31.4073,10.8549,0,0,0,0,4.66787,8.15908,11.7224,21.7106,11.0569,17.1007,22.5303,3.05214,0,0,-18.7677,17.1125,0.0462623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.6915,17.5077,0.125234
0.361535,0,0,0,42.9524,56.6861,0,0,0,0,0,1.55637,0,0,2.12642,16.1426,32.003,47.6449,0.361535,0.165193,0,0,0,0,0,0,0.361535,17.8592,38.2879,10.9805,32.1588,0.165193,0.186919,-18.6643,18.0725,0.0141238
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.9566,18.4197,0.0308049
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0.263065,99.7369,0,0,0,0,0,0,0,0,0,18.8137,72.3257,8.86058,0,0,0,0,-12.3254,20.5274,0.0772912
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.371942,24.5216,0.0775559
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,12.2999,34.6251,6.14995,46.925,0,0,0,0,0,0,6.14995,6.14995,81.5502,6.14995,0,0,0,0,31.6219,-11.5767,0.280271
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0062,-10.1487,0.364637
20,0,0,0,0,80,0,0,0,0,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,20,20,40,20,0,0,0,0,25.758,-10.1951,0.219289
0,0,0,0,33.3333,66.6667,0,0,0,0,0,0,0,0,0,0,66.6667,33.3333,0,0,0,0,0,0,0,0,0,33.3333,33.3333,0,33.3333,0,0,30.877,-9.76742,0.251179
0,0,0,0,2.70883,97.2912,0,0,0,0,0,0,0,0,0,0,41.7048,45.363,0,0,12.9321,0,0,0,0,10.2233,0,32.4309,49.4692,7.87655,0,0,0,27.3164,-8.06621,0.337638
0,0,0,0,26.008,67.8198,6.17213,0,0,0,0,35.6006,11.5472,0,0,3.25855,46.1733,3.42041,0,0,0,0,0,0,0,11.1409,11.1409,1.7102,45.0312,3.25855,27.7182,0,0,28.5331,-7.95264,0.36435
0,0,0,0,0,86.5889,13.3459,0.0651192,0,0,0,0.115966,0,0,0.630557,37.6933,57.5707,3.9895,0,0,0,0,1.47318,8.20951,18.0854,30.1961,26.6483,6.88085,0.63967,1.0025,2.60609,4.25838,0,4.21484,-5.86155,0.330663
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0.129907,79.953,19.9171,0,0,0,0,0,0,0.201112,0,4.66732,72.6842,22.4474,0,0,0,0,-6.62406,-5.74065,0.310425
0,0,0,0,0,31.7867,67.212,1.00127,0,0,0,0,0,46.3233,2.92875,17.8368,31.64,0.941732,0.255787,0.0735656,0,0,0.00700161,4.0118,42.5832,29.905,13.0965,10.2283,0.00609832,0.0116691,0.0584696,0,0.0919938,5.12401,-5.42572,0.320206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-108.449,-3.98344,0.236322
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5667,-2.82177,0.21652
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.664,-2.62865,0.221711
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,29.3308,-2.4875,0.373544
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1819,-1.99643,0.241834
60,0,0,0,0,20,0,0,0,0,20,0,0,0,0,20,60,20,0,0,0,0,0,20,0,0,40,20,20,0,0,0,0,22.8275,3.07642,0.256042
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,-16.99,3.59929,0.274027
0,0,0,0,0,65.232,24.7278,10.0401,0,0,0,38.1231,3.39483,1.95502,1.05317,2.19812,21.2951,21.2621,0.891377,1.23325,1.20458,7.38924,4.2065,3.47096,4.43655,17.679,50.1096,16.7125,2.09869,0.704404,0,0.361634,0.220185,0.116022,6.40219,0.278605
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,50.222,0,49.778,0,0,0,0,0,0,0,26.2204,73.7796,0,0,0,0,0,-25.4394,11.3478,0.272612
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,33.2062,36.5215,30.2723,0,0,0,0,0,0,0,0,60.1631,36.5215,3.31536,0,0,0,0,-24.6677,11.3188,0.26334
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.316797,18.7208,63.646,16.7932,0.523219,0,0,0,21.8944,11.6491,0.3011
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.96358,12.7062,0.333097
0,0,0,0,0,95.6435,4.35649,0,0,0,0,0,0,0,5.24983,55.0593,38.046,1.64481,0,0,0,0,0,0.308562,0.981225,4.85059,50.0372,29.6454,0,4.00313,0,10.1738,0,-11.4147,13.7352,0.27171
0,0,0,0,32.7492,67.1468,0,0.103978,0,0,0,0,0.103978,0,9.15673,3.43782,47.2515,2.41185,37.5342,0,0.103978,0,0,0,8.5733,1.01492,8.97332,0,28.6112,20.1726,11.5797,19.3726,1.70232,-18.6646,15.2452,0.266232
2.3239,0,0,0,0,40.4825,36.1916,0,0,10.416,10.586,0,0,12.1929,11.2456,0,40.1024,24.6634,4.57851,0,7.21718,0,0,17.0395,1.1273,39.4092,19.2214,1.05629,0,1.80345,14.6502,0.747157,4.94552,-4.84217,18.8101,0.319267
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,7.90751,71.6122,20.4803,0,0,0,0,0,1.1005,1.1005,9.17402,20.0379,27.8862,26.0991,10.8592,0,3.74262,0,20.2447,19.8585,0.396648
37.8321,19.9969,0,0,0.109925,24.5633,3.97712,6.72652,0,0,6.79414,37.7005,33.5176,0,0.109925,1.53089,1.26287,1.37774,0.572159,22.5035,0.432741,0.992082,0.330694,28.483,1.15789,23.2632,8.03539,37.569,0.109925,0.521051,0,0.199153,0.330694,-1.03382,20.3584,0.315508
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,4.62211,70.1298,25.2481,0,0,0,0,0,4.04633,0,16.7063,29.3353,8.81046,12.6732,14.1936,9.68412,4.55065,0,-16.0533,20.5964,0.330867
0,0,0,0,0,50,0,0,0,0,50,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,-61.0864,20.7924,0.365613
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,33.3333,66.6667,0,0,0,0,0,0,0,0,33.3333,33.3333,33.3333,0,0,0,0,20.2434,25.509,0.308505
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3004,28.7038,0.359585
0,0,0,0,0,71.5185,28.4815,0,0,0,0,0,0,0,1.09791,3.29372,14.8892,18.8405,20.8203,4.80779,26.5016,9.749,1.09791,2.08784,19.8304,41.9149,1.09791,4.28366,11.9448,17.7425,0,0,0,-7.1278,28.804,0.285426
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,33.1389,-13.42,0.51181
0,0,0,11.1111,0,66.6667,11.1111,11.1111,0,0,0,0,0,0,11.1111,0,11.1111,0,22.2222,0,22.2222,33.3333,0,11.1111,0,0,44.4444,11.1111,22.2222,0,11.1111,0,0,15.3694,-10.2295,0.596108
0.523775,3.39811,0,0,3.45314,66.7749,20.8638,1.49432,0,3.49189,0,0,2.49586,6.21249,14.5949,25.5608,28.017,7.38829,11.307,4.42369,0,0,0,15.4111,4.02766,19.1648,20.8359,4.44674,4.34628,12.796,7.02678,11.4209,0.523775,30.5607,-8.20701,0.539797
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,2.25377,97.7462,0,0,0,0,0,0,0,0,11.8461,39.6449,38.0173,10.4917,0,0,0,0,18.8959,-7.921,0.597839
20.9939,0,0,0,0,79.0061,0,0,0,0,0,0,0,10.497,0,26.3354,26.3354,26.3354,0,10.497,0,0,0,0,0,0,49.397,50.603,0,0,0,0,0,19.9116,-7.93746,0.54873
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,20.4911,56.373,23.1359,0,0,0,0,0,0,0,9.47518,43.627,25.2155,21.6823,0,0,0,0,26.2494,-7.96728,0.537203
0,0,0,0,0,92.7374,7.26257,0,0,0,0,0,0.371704,32.5939,5.29205,32.5939,29.1485,0,0,0,0,0,0,0,0,8.61358,30.2636,30.6234,30.4995,0,0,0,0,10.2114,-6.96071,0.566929
0,0,0,0.0130252,1.12555,80.4913,17.7573,0.612877,0,0,0,0.527196,0.0726564,13.6377,9.64835,9.91508,34.4801,13.1655,18.251,0.170021,0,0.132393,1.24886,1.03033,11.6744,32.4915,28.9111,2.2288,6.98628,6.64254,6.35265,2.10316,0.330505,2.6843,-6.32318,0.597189
0,0,0,0,0,100,0,0,0,0,0,0,0,27.8163,10.8496,8.91458,51.9852,0.43424,0,0,0,0,0.00071708,0.00264292,0.0160876,0.0409478,3.7726,68.997,27.1149,0.0446317,0.00824151,0.0014786,0.000705143,5.24191,-3.51539,0.587856
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.7515,1.65746,0.479414
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.317,2.92462,0.526404
60.6038,0,0,0,14.3688,21.8989,0,0,0,0,3.12842,14.3688,14.3688,0,0,3.12842,18.7705,3.12842,0,0,46.235,0,0,0,0,0,44.3798,38.1229,0,14.3688,3.12842,0,0,-14.4279,4.31716,0.538819
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,25.9201,6.84436,0.565209
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,27.1458,7.95982,0.504428
0,0,0,0,0,100,0,0,0,0,0,0,0,0,13.6488,0,86.3512,0,0,0,0,0,0,0,0,0,6.82438,93.1756,0,0,0,0,0,-28.0813,14.4843,0.551705
0,0,0,0,24.4566,72.828,2.71533,0,0,0,0,0.106618,0.190205,5.73703,11.4964,17.2455,24.9291,17.757,17.5698,4.62039,0.347973,0,5.96208,1.92462,9.35333,7.15187,12.45,3.84105,16.1101,23.9205,3.68306,14.4119,1.19143,-18.6669,14.5011,0.482403
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.2424,17.7826,0.456434
0,0,0,0,24.5697,63.7257,11.4177,0,0,0,0.286872,57.3886,0,0,0,0,14.5863,0,0,0,21.9749,6.05026,10.844,0.286872,0.286872,2.88169,54.7937,0.286872,3.16856,24.5697,0,0,2.88169,-15.503,18.0015,0.541097
0,6.82388,0,0,0,46.5881,0,0,0,0,46.5881,6.82388,6.82388,0,0,0,39.7642,0,0,0,0,46.5881,0,0,0,6.82388,6.82388,79.5284,6.82388,0,0,0,0,-4.58276,20.6488,0.463906
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,3.55697,96.443,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,17.7336,22.4013,0.47066
0,0,0,12.1198,21.3832,65.5328,0.96423,0,0,0,0,4.17464,0.666947,2.22574,0,10.5424,45.7771,21.4335,5.82824,4.17464,5.17684,0,0,2.10788,0,0.72378,1.09712,2.57584,17.0016,35.0443,29.5504,10.5597,1.33934,20.2827,27.4542,0.488471
0,0,0,0,0,99.6663,0.333719,0,0,0,0,0,0,0,0.129137,26.8454,63.6377,9.37646,0.0113193,0,0,0,0.898776,1.9287,6.52645,14.4604,30.2238,18.3158,18.06,7.27255,1.22664,1.0816,0.00524563,4.29213,-5.85031,0.715365
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,99.7402,0.259827,0,0,0,0,0.0185219,0.0219831,5.76596,23.0995,35.3996,29.6084,5.82951,0.231196,0.00427356,0.00526523,0.0157844,7.95174,-5.56873,0.693327
0,0,0,0,60.0269,39.9731,0,0,0,0,0,20.0537,0,20.0537,0,0,19.9194,0,39.9731,0,0,0,0,0,0,0,0,19.9194,20.0537,20.0537,39.9731,0,0,-21.6421,-5.27845,0.625025
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,-7.75146,-4.89405,0.739805
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.3879,-4.5929,0.61492
0,0,0,0,22.5759,72.2289,5.19524,0,0,0,0,0,0,3.37425,3.71121,12.4295,37.609,20.7176,15.8823,6.2761,0,0,0.627346,4.96135,10.3579,9.09345,12.5293,3.25201,30.8352,18.1126,6.77562,1.66975,1.78551,-6.91699,-4.22617,0.715698
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,76.0689,23.1545,0.776612,0,0,0,0,0,0,0,20.1859,69.6675,10.1466,0,0,0,0,21.9953,-3.88211,0.748017
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.7572,-2.73831,0.783289
0,0,0.159384,0.162513,15.6913,83.2113,0.302796,0,0,0.169922,0.302796,0.472719,1.12041,0.325027,4.53345,15.9427,61.6214,14.9974,0.302796,0.329307,0.192262,0.162513,0.942176,1.86861,3.84303,5.94627,4.01806,8.50313,29.7687,24.7905,11.7668,5.86261,2.69003,21.1722,4.35237,0.777816
0,1.33821,0,0,2.99301,75.9342,12.2058,0,0,3.42288,4.10593,0,0,8.97903,35.639,10.5218,25.9472,9.2969,8.50318,0,1.11292,0,5.45576,9.88864,3.50963,1.33821,13.8606,8.17236,14.5702,17.9962,12.8434,12.365,0,-2.99926,7.29436,0.665214
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,-3.76353,7.73254,0.722778
